"","DistanceToPrey","CaptureSpeed","RegistarIdx","Validated","CaptureDuration"
"64",0.365338473155995,27.7831597780758,127,1,0.380487804878049
"65",0.451811855634804,31.0752731564263,128,1,0.397560975609756
"66",0.182669236577998,8.76526472693105,133,1,0.485365853658537
"67",0.417961189394913,13.8135976914669,134,1,0.268292682926829
"68",0.283682719379936,24.2741465343295,148,1,0.419512195121951
"69",0.577650846030614,15.9312496080535,158,1,0.139024390243902
"70",0.35718863441829,36.4458879748998,159,1,0.321951219512195
"71",0.310126582278481,35.3697177467377,160,1,0.239024390243902
"72",0.265822784810127,24.8606888791189,172,1,0.339024390243902
"73",0.470955827146472,34.4921156203452,173,1,0.278048780487805
"74",0.505141011119871,55.3711303715298,174,1,0.358536585365854
"75",0.381115676387964,35.5971513902782,175,1,0.824390243902439
"76",0.297198908401871,24.1971002173654,176,1,0.331707317073171
"77",0.265822784810127,29.7483523451033,177,1,0.173170731707317
"78",0.337407669247135,36.5630587429609,178,1,0.214634146341463
"79",0.140100908994802,27.0237786188776,179,1,0.246341463414634
"80",0.258333311796944,31.748921575788,180,1,0.373170731707317
"81",0.495331514003118,36.1574649201666,181,1,0.190243902439024
"82",0.505141011119871,36.4485683321597,182,1,0.241463414634146
"83",0.505141011119871,26.8181316149322,187,1,0.202439024390244
"84",0.443037974683544,28.7933838039305,188,1,0.2
"85",0.516666623593887,16.8060783149375,195,1,0.446341463414634
"86",0.322536514082048,76.9138650605066,201,1,0.178048780487805
"87",0.420302726984405,50.191022008317,211,1,0.297560975609756
"88",0.283682719379936,53.4797629605681,212,1,0.465853658536585
"89",0.159739613469924,11.7813858567395,213,1,0.426829268292683
"90",0.159739613469924,17.8463954908342,214,1,0.573170731707317
"91",0.132911392405063,17.619950140523,215,1,0.292682926829268
"92",0.198132605601247,16.3015193192277,216,1,0.548780487804878
